publisher,genres,app_name,specs,price,early_access,developer,sentiment,metascore,release_year,Indie
Focus Home Interactive,['Strategy'],Wargame: Red Dragon,"['Single-player', 'Multi-player', 'Steam Trading Cards', 'Steam Cloud']",29.99,False,Eugen Systems,mostly Positive,78.0,2014,0
Interplay Inc.,['Action'],Descent 3,"['Single-player', 'Multi-player']",9.99,False,Outrage Entertainment,very positive,89.0,2014,0
Paradox Interactive,['Strategy'],Warlock 2: The Exiled,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",19.99,False,Ino-Co Plus,mostly Positive,73.0,2014,0
1C Company,"['Action', 'Simulation', 'Strategy']",Faces of War,"['Single-player', 'Multi-player', 'Steam Cloud', 'Includes level editor']",4.99,False,Best Way,mixed,67.0,2006,0
Merge Games,['Strategy'],Praetorians,"['Single-player', 'Multi-player']",4.99,False,Pyro Studios,mostly Positive,78.0,2003,0
Merge Games,['Strategy'],Imperial Glory,"['Single-player', 'Multi-player']",4.99,False,Pyro Studios,mixed,69.0,2005,0
THQ Nordic,['Adventure'],Black Mirror III,"['Single-player', 'Steam Cloud']",9.99,False,Cranberry Production,mostly Positive,75.0,2011,0
Ayyo Games,"['Action', 'Adventure', 'Indie']",Spate,"['Single-player', 'Partial Controller Support']",1.99,False,Eric Provan - Ayyo Games,mixed,61.0,2014,1
Phoenix Online Publishing,"['Adventure', 'Indie']",Moebius: Empire Rising,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",14.99,False,Phoenix Online Studios,mixed,54.0,2014,1
BANDAI NAMCO Entertainment,"['Action', 'Indie']",Platformines,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",9.99,False,Magiko Gaming,mixed,67.0,2014,1
Coffee Stain Publishing,"['Casual', 'Indie', 'Simulation']",Goat Simulator,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",9.99,False,Coffee Stain Studios,mixed,62.0,2014,1
Viva Media Inc,"['Adventure', 'Casual']",Gray Matter,"['Single-player', 'Steam Trading Cards']",9.99,False,WizarBox Production,mostly Positive,72.0,2014,0
Double Fine Presents,"['Action', 'Casual', 'Indie']",Escape Goat 2,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",9.99,False,MagicalTimeBean,mostly Positive,76.0,2014,1
"KOEI TECMO GAMES CO., LTD.","['Action', 'Adventure']",YAIBA: NINJA GAIDEN Z,"['Single-player', 'Steam Achievements', 'Steam Leaderboards']",29.99,False,"Spark Unlimited,comcept Inc.,Team NINJA",mixed,49.0,2014,0
Paradox Interactive,"['RPG', 'Simulation', 'Strategy']",Expansion - Crusader Kings II: Rajas of India,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Trading Cards']",14.99,False,Paradox Development Studio,mostly Positive,80.0,2014,0
Strategy First,['Action'],Ubersoldier II,['Single-player'],9.99,False,Burut CT,mixed,62.0,2008,0
Activision,['Action'],Call of Duty®: Ghosts,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards']",59.99,False,Infinity Ward,mixed,68.0,2014,0
White Paper Games,"['Adventure', 'Indie']",Ether One,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",19.99,False,White Paper Games,positive,82.0,2014,1
Slitherine Ltd.,['Strategy'],Panzer Corps,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Includes level editor']",19.99,False,"Flashback Games,The Lordz Games Studio",mostly Positive,80.0,2011,0
Mastertronic,"['Action', 'Indie']",10 Second Ninja,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",1.99,False,Four Circle Interactive,mostly Positive,72.0,2014,1
"KISS ltd, Funbox Media Ltd","['Action', 'Adventure']",Nosferatu: The Wrath of Malachi,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Idol FX,mixed,70.0,2003,0
"KISS ltd, Funbox Media Ltd",['Action'],Iing Forces,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",9.99,False,Rage Software,mixed,67.0,2002,0
Simogo,"['Adventure', 'Indie']",Year Walk,"['Single-player', 'Steam Achievements']",5.99,False,Simogo,very positive,87.0,2014,1
Rocket Bear Games,"['Action', 'Indie', 'Strategy']",Infested Pl,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Rocket Bear Games,mostly Positive,75.0,2014,1
THQ Nordic,"['Action', 'RPG']",Summoner,['Single-player'],4.99,False,Volition,mostly Positive,78.0,2001,0
Versus Evil,"['Action', 'Adventure', 'Free to Play', 'Indie', 'RPG']",Dragons and Titans,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",Free to Play,False,Wyrmbyte,mixed,43.0,2014,1
"KISS ltd, Funbox Media Ltd",['RPG'],Soulbringer,['Single-player'],9.99,False,Infogames Europe SA,mixed,70.0,2000,0
Mighty Rocket Studio,"['Action', 'Adventure']",Obscure,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",6.99,False,Hydravision Entertainment,mixed,63.0,2005,0
Mighty Rocket Studio,"['Action', 'Adventure']",Obscure II (Obscure: The Aftermath),"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",9.99,False,Hydravision Entertainment,mixed,59.0,2008,0
Capcom,"['Action', 'Adventure']",resident evil 4 / biohazard 4,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Steam Leaderboards']",19.99,False,Capcom,mostly Positive,79.0,2014,0
"Square Enix, Feral Interactive (Mac)","['Action', 'Adventure']",Thief,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",29.99,False,"Eidos-Montréal,Feral Interactive (Mac)",mixed,70.0,2014,0
3000AD,"['Action', 'Indie', 'RPG', 'Strategy']",Line Of Defense Tactics - Tactical Advantage,['Single-player'],9.99,False,3000AD,mixed,47.0,2014,1
Terrible Posture Games LLC,"['Action', 'Indie']",Tower of Guns,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",14.99,False,Terrible Posture Games,mostly Positive,76.0,2014,1
Capcom,"['Action', 'Adventure']",STRIDER™ / ストライダー飛竜®,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,"Double Helix Games,Capcom",mostly Positive,78.0,2014,0
Zaxis Games,"['Action', 'Indie']",99 Levels To Hell,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Leaderboards']",4.99,False,"Zaxis Games,B-evil",mixed,66.0,2014,1
"Dejobaan Games, LLC","['Action', 'Indie']",Drunken Robot Pornography,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Leaderboards', 'Includes level editor']",14.99,False,"Dejobaan Games, LLC",mixed,66.0,2014,1
Lupus Studios Limited,"['Adventure', 'Indie']",Journal,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",9.99,False,Locked Door Puzzle,mixed,59.0,2014,1
Square Enix,"['Massively Multiplayer', 'RPG']",FINAL FANTASY XIV Online,"['Single-player', 'Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Partial Controller Support']",19.99,False,Square Enix,positive,83.0,2014,0
SQUARE ENIX,"['Massively Multiplayer', 'RPG']",FINAL FANTASY XIV Online Starter Edition,"['Single-player', 'Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Partial Controller Support']",,False,SQUARE ENIX,positive,83.0,2013,0
Soldak Entertainment,"['Action', 'Indie', 'RPG']",Drox Operative,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards']",19.99,False,Soldak Entertainment,mostly Positive,74.0,2012,1
Rebellion,['Strategy'],MoonBase Commander,"['Single-player', 'Multi-player', 'Steam Trading Cards']",5.99,False,Humongous Entertainment,mostly Positive,77.0,2002,0
Milkstone Studios,"['Casual', 'Indie', 'Racing']",Little Racers STREET,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",5.99,False,Milkstone Studios,mixed,62.0,2014,1
Necrophone Games,"['Adventure', 'Indie']",Jazzpunk: Director's Cut,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",14.99,False,Necrophone Games,mostly Positive,75.0,2014,1
Nival,['Strategy'],Etherlords,"['Single-player', 'Multi-player']",4.99,False,Nival,mostly Positive,77.0,2001,0
Nival,"['Adventure', 'Indie', 'RPG', 'Strategy']",Etherlords II,"['Single-player', 'Multi-player']",4.99,False,Nival,mostly Positive,78.0,2003,1
Edge of Reality,"['Action', 'Free to Play', 'Indie']",Loadout,"['Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled']",Free to Play,False,Edge of Reality,mostly Positive,72.0,2014,1
Ubisoft,['RPG'],Might & Magic X - Legacy,['Single-player'],24.99,False,Ubisoft,mixed,70.0,2014,0
Bohemia Interactive,"['Indie', 'Strategy']",Original War,"['Single-player', 'Multi-player', 'Steam Achievements', 'Captions available', 'Steam Cloud']",4.99,False,Altar Games,mixed,61.0,2001,1
Ragequit Corporation,"['Action', 'Indie']",Strike Vector,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Commentary available']",11.99,False,Ragequit Corporation,mostly Positive,73.0,2014,1
Double Fine Productions,"['Adventure', 'Casual', 'Indie']",Broken Age,"['Single-player', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Double Fine Productions,mostly Positive,73.0,2014,1
Daedalic Entertainment,"['Indie', 'RPG', 'Strategy']",Blackguards,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Daedalic Entertainment,mixed,68.0,2014,1
Paradox Interactive,"['Simulation', 'Strategy']",Expansion - Europa Universalis IV: Conquest of Paradise,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",14.99,False,Paradox Development Studio,positive,81.0,2014,0
Versus Evil,"['Indie', 'RPG', 'Strategy']",The Banner Saga,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Includes level editor']",19.99,False,Stoic,mostly Positive,80.0,2014,1
Konami Digital Entertainment,['Action'],METAL GEAR RISING: REVENGEANCE,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",29.99,False,PlatinumGames,positive,83.0,2014,0
Jason Oda,"['Action', 'Adventure', 'Indie']",Continue?9876543210,"['Single-player', 'Partial Controller Support']",9.99,False,Jason Oda,mixed,62.0,2014,1
Instant Kingdom,"['Adventure', 'Indie', 'RPG']",Driftmoon,"['Single-player', 'Steam Achievements', 'Includes level editor']",14.99,False,"Ville Mönkkönen,Anne Mönkkönen",mostly Positive,73.0,2013,1
Bohemia Interactive,"['Indie', 'Strategy']",UFO: Afterlight,"['Single-player', 'Captions available']",6.99,False,Altar Games,mostly Positive,71.0,2007,1
,['Strategy'],Total War: ROME II - Caesar in Gaul Campaign Pack,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Trading Cards']",14.99,False,Creative Assembly,mixed,63.0,2013,0
Missing Link Games,"['Action', 'Adventure', 'Indie']",Dementium II HD,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",4.99,False,Memetic Games,mixed,37.0,2013,1
Rain Games,['Indie'],Teslagrad,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Rain Games,mostly Positive,77.0,2013,1
Ripstone,"['Action', 'Adventure', 'Indie']",Stick it to The Man!,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",7.99,False,Zoink Games,positive,83.0,2013,1
Forever Entertainment S. A.,"['Adventure', 'Indie']",Violett Remastered,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Forever Entertainment S. A.,mixed,61.0,2013,1
Maxistentialism,['Action'],Samurai Gunn,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Stats']",14.99,False,Teknopants,mostly Positive,78.0,2013,0
Blue Bottle Games,"['Indie', 'RPG', 'Strategy']",NEO Scavenger,"['Single-player', 'Steam Trading Cards']",14.99,False,Blue Bottle Games,mostly Positive,77.0,2014,1
Daedalic Entertainment,"['Adventure', 'Indie']",Gomo,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",4.99,False,Fishcow Studio,mixed,50.0,2013,1
,nan,Race The Sun,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'HTC Vive', 'Oculus Rift', 'Gamepad', 'Keyboard / Mouse', 'Seated']",9.99,False,,mostly Positive,79.0,0,0
,"['Adventure', 'Casual', 'Indie']",The Novelist,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Orthogonal Games,mixed,66.0,2013,1
Mastertronic,"['Action', 'Indie', 'Sports']",Speedball 2 HD,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats']",9.99,False,Vivid Games,mixed,53.0,2013,1
Image &amp; Form,"['Action', 'Adventure', 'Indie']",SteamWorld Dig,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Image &amp; Form,mostly Positive,76.0,2013,1
Ackk Studios,"['Action', 'Adventure', 'Indie', 'RPG']",Two Brothers,"['Single-player', 'Shared/Split Screen', 'Full controller support', 'Partial Controller Support']",,False,Ackk Studios,mixed,57.0,2013,1
Iceberg Interactive,"['Action', 'Racing', 'Sports']",Gas Guzzlers Extreme,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards']",24.99,False,Gamepires,mostly Positive,73.0,2013,0
Positech,"['Indie', 'RPG', 'Simulation', 'Strategy']",Redshirt,"['Single-player', 'Steam Achievements']",9.99,False,The Tiniest Shark,mixed,62.0,2013,1
Torn Banner Studios,"['Action', 'Indie']",Chivalry: Deadliest Warrior,"['Multi-player', 'Downloadable Content', 'Steam Workshop', 'Partial Controller Support', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']",14.99,False,Torn Banner Studios,mixed,69.0,2013,1
THQ Nordic,"['Action', 'Adventure']",Deadfall Adventures,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,False,The Farm 51,mixed,53.0,2013,0
Egosoft,"['Action', 'Simulation']",X Rebirth,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud']",29.99,False,Egosoft,mixed,33.0,2013,0
Focus Home Interactive,"['Adventure', 'Indie']",Contrast,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Compulsion Games,mixed,62.0,2013,1
Beamdog,"['RPG', 'Strategy']",Baldur's Gate II: Enhanced Edition,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available']",19.99,False,Beamdog,mostly Positive,78.0,2013,0
Paradox Interactive,"['Action', 'Casual', 'Free to Play']",Dungeonland,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",Free to Play,False,Critical Studio,mixed,67.0,2013,0
THQ Nordic,"['Adventure', 'Casual']",Neighbours from Hell Compilation,"['Single-player', 'Steam Cloud']",9.99,False,JoWooD Vienna,mixed,69.0,2004,0
Focus Home Interactive,"['Action', 'Indie']",Final Exam,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Mighty Rocket Studio,mixed,66.0,2013,1
Spiderweb Software,"['Indie', 'RPG', 'Strategy']",Avadon 2: The Corruption,"['Single-player', 'Steam Achievements']",9.99,False,Spiderweb Software,positive,82.0,2013,1
Endlessfluff Games,"['Action', 'Indie', 'RPG']",Valdis Story: Abyssal City,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,,positive,83.0,2013,1
Rebellion,"['Action', 'Adventure']",Sniper Elite: Nazi Zombie Army 2,"['Single-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,,mixed,53.0,2013,0
Gravity Interactive,"['Free to Play', 'Massively Multiplayer', 'RPG']",Ragnarok Online,"['Single-player', 'Multi-player', 'MMO', 'Steam Trading Cards']",Free to Play,False,Gravity Interactive,mostly Positive,79.0,2003,0
"Topware Interactive, ACE",['Strategy'],Earth 2150 Trilogy,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']",6.99,False,Reality Pump Studios,mostly Positive,78.0,2000,0
Daedalic Entertainment,"['Adventure', 'Indie']",Journey of a Roach,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,"Koboldgames,Daedalic Entertainment",mixed,65.0,2013,1
,['Adventure'],Fester Mudd: Curse of the Gold - Episode 1,"['Single-player', 'Steam Achievements', 'Captions available']",9.99,False,,mostly Positive,76.0,2013,0
"KING Art, THQ Nordic",['Strategy'],Battle Worlds: Kronos,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Includes level editor']",19.99,False,KING Art,mostly Positive,71.0,2013,0
FireFly Studios,"['Simulation', 'Strategy']",Stronghold HD,"['Single-player', 'Multi-player', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']",5.99,False,FireFly Studios,positive,81.0,2001,0
FireFly Studios,"['Simulation', 'Strategy']",Stronghold Crusader HD,"['Single-player', 'Multi-player', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']",9.99,False,FireFly Studios,mostly Positive,78.0,2002,0
Minor Key Games,"['Action', 'Adventure', 'Indie', 'RPG']",Eldritch,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Minor Key Games,mostly Positive,77.0,2013,1
"Warner Bros. Interactive Entertainment, Feral Interactive (Mac)","['Action', 'Adventure']",LEGO® Marvel™ Super Heroes,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",19.99,False,Traveller's Tales,mostly Positive,78.0,2013,0
"2K Games, Aspyr (Mac &amp;amp; Linux)","['Action', 'RPG']",Borderlands 2: Headhunter 1: Bloody Harvest,"['Single-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",2.99,False,"Gearbox Software,Aspyr (Mac &amp; Linux)",very positive,89.0,2013,0
Studio Evil,"['Action', 'Indie']",Syder Arcade,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",9.99,False,Studio Evil,mostly Positive,76.0,2013,1
Kuno Interactive,"['Indie', 'Strategy']",Defense Technica,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",14.99,False,Kuno Interactive,mixed,63.0,2013,1
BANDAI NAMCO Entertainment,"['Action', 'Adventure']",ENSLAVED™: Odyssey to the West™ Premium Edition,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",19.99,False,Ninja Theory,mixed,70.0,2013,0
BANDAI NAMCO Entertainment,"['Action', 'Adventure']",NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",19.99,False,CyberConnect2 Co. Ltd.,mostly Positive,80.0,2013,0
Warner Bros. Interactive Entertainment,"['Action', 'Adventure']",Batman™: Arkham Origins,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",19.99,False,"WB Games Montreal,Splash Damage",mostly Positive,74.0,2013,0
BeautiFun Games,"['Adventure', 'Casual', 'Indie']",Nihilumbra,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",7.99,False,BeautiFun Games,mostly Positive,75.0,2013,1
Swing Swing Submarine,"['Casual', 'Indie']",Tetrobot and Co.,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Swing Swing Submarine,mostly Positive,72.0,2013,1
Positech Games,"['Indie', 'Simulation', 'Strategy']",Democracy 3,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Leaderboards']",24.99,False,Positech Games,mixed,70.0,2013,1
Team Reptile,"['Action', 'Adventure', 'Indie']",Megabyte Punch,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats']",14.99,False,Team Reptile,mixed,69.0,2013,1
Devolver Digital,"['Action', 'Adventure']",Shadow Warrior,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",39.99,False,Flying Wild Hog,mostly Positive,73.0,2013,0
"Black Forest Games, THQ Nordic","['Action', 'Indie']",Giana Sisters: Twisted Dreams - Rise of the Owlverlord,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",4.99,False,Black Forest Games,positive,84.0,2013,1
Topware Interactive,['Strategy'],World War III: Black Gold,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']",4.99,False,Reality Pump,mostly Positive,71.0,2001,0
Topware Interactive,['Strategy'],World War II: Panzer Claws,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Cloud']",4.99,False,,mixed,61.0,2004,0
Topware Interactive,['RPG'],Septerra Core,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",4.99,False,,mostly Positive,72.0,1999,0
Kalypso Media Digital,"['Simulation', 'Strategy']",Rise of Venice,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,,mixed,66.0,2013,0
Headup Games,"['Adventure', 'Indie']",The Inner World,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",14.99,False,Studio Fizbin,mostly Positive,72.0,2013,1
Bohemia Interactive,"['Indie', 'Strategy']",Arma Tactics,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",8.99,False,Bohemia Interactive,mixed,47.0,2013,1
Topware Interactive,['RPG'],Enclave,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",4.99,False,Starbreeze,mostly Positive,71.0,2003,0
Ice-Pick Lodge,['Indie'],Knock-knock,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",9.99,False,Ice-Pick Lodge,mixed,57.0,2013,1
"FIX Games, Co. LTD","['Action', 'Free to Play']",Tactical Intervention,"['Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",,False,"FIX Korea, Co.LTD,FIX Games, Co. LTD",mixed,47.0,2013,0
"Arcen Games, LLC","['Indie', 'RPG', 'Strategy']",Bionic Dues,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,"Arcen Games, LLC",mostly Positive,71.0,2013,1
Games Farm,"['Action', 'Simulation']",Air Conflicts: Vietnam,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",14.99,False,Games Farm,mixed,43.0,2013,0
THQ Nordic,"['Action', 'RPG', 'Strategy']",Silent Storm Gold Edition,['Single-player'],9.99,False,Nival,positive,83.0,2004,0
1C-777,['Simulation'],Rise of Flight: Battle of Saint-Mihiel,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Stats']",19.99,False,777 Studios,mostly Positive,77.0,2013,0
1C-777,['Simulation'],Rise of Flight: Birth of Warbirds,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Stats']",14.99,False,777 Studios,mostly Positive,77.0,2013,0
1C-777,['Simulation'],Rise of Flight: Bloody April,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Stats']",14.99,False,777 Studios,mostly Positive,77.0,2013,0
1C-777,['Simulation'],Rise of Flight: Ultimately the Best Fighter,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Stats']",14.99,False,777 Studios,mostly Positive,77.0,2013,0
1C-777,['Simulation'],Rise of Flight: Furious Wings,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Stats']",14.99,False,777 Studios,mostly Positive,77.0,2013,0
1C-777,"['Free to Play', 'Simulation']",Rise of Flight United,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Stats']",Free to Play,False,777 Studios,mostly Positive,77.0,2013,0
1C-777,['Simulation'],Rise of Flight: Legendary Bombers,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Stats']",19.99,False,777 Studios,mostly Positive,77.0,2013,0
Frictional Games,"['Action', 'Adventure', 'Indie']",Amnesia: A Machine for Pigs,"['Single-player', 'Full controller support', 'Captions available', 'Steam Cloud']",19.99,False,The Chinese Room,mostly Positive,72.0,2013,1
Illwinter Game Design,"['Indie', 'Strategy']",Dominions 3: The Awakening,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer']",19.99,False,Illwinter Game Design,positive,82.0,2013,1
